13.650000,12.150000,7.600000,7.750000,6.350000,7.200000,10.900000,4.750000,13.350000,7.600000
3.600000,7.550000,3.100000,9.600000,3.950000,3.150000,5.150000,3.100000,3.250000,9.950000
5.100000,5.050000,2.600000,2.350000,4.950000,2.450000,2.600000,3.350000,3.050000,4.500000
2.700000,8.500000,6.400000,5.200000,4.100000,3.700000,3.750000,5.350000,5.500000,6.300000
3.700000,4.050000,3.800000,2.550000,4.550000,6.600000,3.550000,3.900000,4.350000,4.600000
8.050000,3.150000,3.800000,3.250000,3.900000,2.050000,4.900000,5.000000,2.150000,3.550000
4.000000,2.900000,4.800000,3.450000,4.700000,2.050000,3.500000,4.150000,2.250000,2.250000
2.150000,3.150000,4.350000,3.250000,5.350000,2.550000,3.450000,4.000000,2.200000,4.500000
3.100000,2.400000,3.450000,3.000000,3.650000,2.150000,3.100000,5.100000,2.200000,3.400000
2.800000,3.800000,3.600000,3.600000,5.350000,4.800000,4.500000,4.850000,3.200000,3.800000
2.050000,3.350000,4.000000,3.100000,4.250000,5.550000,4.500000,4.800000,4.050000,5.750000
2.650000,4.850000,5.000000,3.200000,3.900000,3.600000,4.800000,4.500000,2.150000,4.000000
2.000000,4.550000,4.300000,4.300000,3.850000,4.150000,4.750000,3.800000,3.300000,2.800000
2.000000,4.750000,4.650000,3.550000,3.900000,2.200000,4.250000,4.350000,3.150000,4.350000
2.000000,4.400000,3.450000,4.250000,4.600000,3.200000,4.200000,4.700000,3.100000,4.050000
2.100000,3.150000,2.950000,5.350000,3.700000,3.700000,3.350000,5.400000,2.750000,3.900000
3.250000,2.800000,3.900000,4.050000,2.450000,2.800000,4.350000,4.550000,2.300000,6.050000
2.200000,4.050000,3.850000,3.250000,3.400000,2.750000,4.200000,4.600000,4.750000,3.650000
3.300000,4.700000,3.500000,4.200000,3.450000,2.500000,4.250000,3.350000,4.200000,2.850000
2.000000,4.600000,2.850000,4.450000,2.950000,4.300000,3.100000,5.350000,2.000000,3.250000
2.500000,2.900000,3.950000,4.400000,4.700000,3.550000,3.450000,4.450000,2.950000,4.200000
2.050000,3.350000,3.900000,4.450000,4.800000,4.500000,5.150000,4.000000,2.000000,4.800000
2.100000,3.150000,3.450000,2.850000,3.800000,2.750000,4.250000,3.800000,2.350000,3.400000
2.550000,4.500000,4.300000,5.000000,4.450000,2.650000,2.800000,4.800000,2.800000,2.850000
3.600000,3.650000,4.000000,4.400000,4.500000,2.000000,3.700000,4.650000,2.850000,3.650000
2.950000,3.950000,3.950000,3.850000,4.000000,4.200000,3.600000,6.200000,2.500000,4.950000
2.500000,2.450000,3.950000,3.350000,3.500000,3.200000,4.100000,4.100000,2.100000,4.500000
2.000000,3.950000,3.200000,3.900000,4.050000,4.050000,2.950000,4.550000,2.250000,4.250000
2.850000,4.650000,4.700000,4.600000,3.350000,3.700000,4.900000,5.350000,2.750000,3.250000
3.100000,4.500000,3.950000,2.550000,3.650000,3.100000,4.050000,3.700000,2.650000,4.900000
3.850000,2.600000,2.750000,2.550000,3.300000,5.350000,3.400000,4.000000,3.450000,3.350000
2.250000,3.550000,3.300000,5.200000,3.350000,3.200000,2.750000,4.450000,2.050000,2.950000
3.150000,2.850000,4.600000,3.700000,4.250000,3.100000,4.500000,3.750000,3.250000,4.350000
4.200000,3.100000,3.500000,3.950000,4.000000,3.250000,4.150000,3.050000,3.500000,2.800000
2.800000,4.200000,5.150000,5.400000,2.600000,4.800000,4.650000,3.500000,3.400000,3.800000
2.850000,3.550000,4.150000,3.500000,3.750000,3.350000,4.200000,4.300000,3.250000,3.750000
3.050000,4.750000,4.600000,3.100000,2.600000,3.350000,3.500000,3.750000,5.100000,3.850000
3.150000,2.850000,4.050000,3.950000,3.700000,4.200000,4.700000,4.050000,3.800000,3.450000
3.250000,2.400000,3.750000,3.850000,3.500000,3.650000,4.350000,2.900000,4.250000,3.650000
2.950000,4.100000,4.300000,3.200000,3.900000,4.600000,3.450000,3.100000,3.650000,3.200000
3.500000,5.300000,4.400000,4.950000,4.800000,4.050000,3.850000,4.050000,3.200000,3.100000
3.300000,3.300000,4.100000,3.700000,4.650000,4.100000,4.750000,4.800000,5.000000,3.400000
3.150000,2.600000,2.900000,3.550000,3.400000,3.650000,4.300000,4.650000,4.200000,4.550000
3.400000,5.150000,4.750000,4.250000,3.500000,4.800000,3.750000,3.700000,3.950000,3.250000
2.300000,3.850000,3.600000,3.250000,2.600000,5.400000,4.150000,3.950000,4.900000,3.150000
3.700000,2.450000,4.050000,4.550000,3.050000,4.250000,3.600000,4.600000,3.900000,3.600000
3.150000,3.200000,3.400000,4.150000,4.150000,3.300000,3.700000,3.900000,2.950000,4.950000
5.300000,4.400000,3.950000,3.750000,3.500000,3.800000,3.750000,3.600000,2.650000,4.050000
3.000000,3.000000,4.200000,3.650000,3.650000,3.200000,2.300000,4.400000,2.800000,5.300000
4.000000,3.350000,4.550000,3.550000,4.100000,3.750000,3.800000,2.900000,3.100000,3.700000
